證券代碼,Data Field,2016/11/4,2016/11/11,2016/11/18,2016/11/25,2016/12/2,2016/12/9,2016/12/16,2016/12/23,2016/12/30,2017/1/6,2017/1/13,2017/1/20,2017/1/24,2017/2/3,2017/2/10,2017/2/18,2017/2/24,2017/3/3,2017/3/10,2017/3/17,2017/3/24,2017/3/31,2017/4/7,2017/4/14,2017/4/21,2017/4/28,2017/5/5,2017/5/12,2017/5/19,2017/5/26,2017/6/3,2017/6/9,2017/6/16,2017/6/23,2017/6/30,2017/7/7,2017/7/14,2017/7/21,2017/7/28,2017/8/4,2017/8/11,2017/8/18,2017/8/25,2017/9/1,2017/9/8,2017/9/15,2017/9/22,2017/9/30,2017/10/6,2017/10/13,2017/10/20,2017/10/27
8249 菱光,現股當沖比重,6.37,5.74,4.42,12.57,0,0,0,0,0,0,17.42,7.01,0.58,5.87,10.66,4.39,5.63,1.54,3.9,2.19,1.42,3.77,7.51,1.58,0.94,25.08,7.52,18.62,44.57,7.43,19.99,4.59,56.35,1.17,13.17,3.07,10,0,5.69,2.25,3.81,7.3,22.01,10.47,13.09,17.29,6.11,1.65,48.29,23.04,12.44,11.26
8261 富鼎,週報酬率 %,-6.2,-7.8892,3.7037,0.4464,-0.8888,2.2421,-2.4124,-1.7978,0.4576,2.5056,0.6665,-1.3245,-1.566,-1.591,-2.5405,-1.6587,18.0723,-7.9592,-3.326,8.0275,18.0466,1.0792,-3.5587,-11.0701,4.9792,1.9763,-4.0698,-3.4344,-0.6276,0.8422,6.0543,-2.1653,-4.1409,-1.296,-2.4069,0.6725,4.2317,4.7008,1.4285,-0.4024,-4.8485,-3.1847,19.0789,-6.814,1.581,-1.5565,-4.743,5.809,0.3921,1.3672,5.9729,30.1818
8261 富鼎,現股當沖比重,6.33,0,9.55,0,0,3.72,0,0,0,0,34.61,2.24,0,6.95,23.34,0,24.55,5.77,0,2.6,11.09,25.42,8.5,8.25,14.21,36.12,3.8,10.52,40.54,0.9,5.95,21.07,7.05,16.2,8.98,4.97,17.84,13.13,15.08,4.09,9.46,2.42,10.47,10.18,8.32,9.26,6.27,29.74,8.7,7.95,21.05,46.62
8271 宇瞻,週報酬率 %,-3.0304,1.25,-0.463,3.5659,-1.1976,1.5151,-1.3432,-0.4538,0.152,-0.1517,-0.7599,-1.2251,0.155,4.3343,2.5224,0.7237,4.7414,-2.7435,3.526,0.4087,4.4775,-1.948,2.5166,-0.1292,-1.0349,2.6144,-0.2547,0.7663,4.0558,4.7504,3.0232,-1.8058,-2.7586,1.5367,-0.6234,-1.3648,3.3961,0.2433,-0.3641,0.4873,-4.7274,-1.0177,0.7712,0.6377,0.1266,2.0253,-1.3648,-1.8868,1.9231,-0.8805,0.6345,-1.7654
8271 宇瞻,現股當沖比重,2.97,0.25,5.82,18.91,3.19,1.96,1.01,17.99,2.57,3.08,1.81,0.35,0.32,6.91,5.16,7.03,5.98,0.79,11.34,4.73,8.59,4.56,17.44,9.56,4.57,10.62,3.43,13.29,28.29,10.44,6.45,4.4,2.99,4.44,1.67,5.01,8.56,0.68,3.09,3.8,5.88,4.92,4.28,9.9,9.66,10.01,1.84,0,4.98,1.66,1.8,2.91
8341 日友,週報酬率 %,-4.4643,8.4113,-0.8622,0.8695,-4.3105,2.2522,-2.6432,1.3574,0.8929,6.1948,-2.0833,1.2766,0.8404,2.5,3.6586,1.1764,-1.1628,3.5294,9.4698,3.1142,3.0201,-4.886,0.3425,-6.8259,7.6923,-0.6803,2.7398,14.6666,-5.8139,-1.8519,4.4024,-4.5181,-0.3154,1.2659,-1.875,5.414,-2.7191,1.5975,-1.8868,1.9231,4.4026,4.2169,3.7574,3.3427,-2.6955,-2.2161,0,7.0823,0.2645,0,0.5277,-1.575
8341 日友,現股當沖比重,8.72,13.74,9.61,4.7,5.52,3.43,5.08,3.33,0.6,3.54,2.24,1.35,24.81,20.32,4.33,29.88,6.44,10.19,13.23,12.91,5.32,6.46,4.3,0.28,9.33,7.02,23.36,30.47,14.99,18.87,27.64,7.16,19.15,22.11,7.13,6.16,7.6,23.79,8.02,12.09,9.76,7.27,16.27,10.98,10.53,15.78,10.48,11.36,7.08,9.36,17.51,4.18
8367 建新國際,週報酬率 %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1017,-8.4084,-11.4755,1.4815,6.2043,-5.1203,3.9117,-1.0109,3.8381,-5.3918,0.6452,-2.7778,-1.099,0.2963,2.6587,-4.6762,0.5284,3.5661,-2.4646,-0.0745,-2.3801,-0.4192,3.6343,4.2709,-0.4798,-0.6673,-3.2475,0.3858,0.2307,0.0385,0,-0.3833
8367 建新國際,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8374 羅昇,週報酬率 %,-3.2375,6.3196,-3.4966,18.1159,-6.4417,2.9509,21.0191,-1.0527,0.532,2.91,-5.3985,-2.9891,4.4818,1.8766,-2.1053,4.8386,0.5129,-3.0613,0.7895,2.6109,-3.0534,-6.2992,5.8823,-7.4074,-2,0.5831,-1.7392,2.655,10.0575,-0.7832,7.8948,-2.439,-6.2499,0.2667,-3.4574,1.9283,0.2777,5.1491,-2.062,6.579,12.0988,34.5814,-0.8184,2.3103,1.6128,-3.0159,-8.347,-2.4999,3.8462,4.5855,-1.855,16.8386
8374 羅昇,現股當沖比重,7.13,15.89,7.25,9.67,9.22,4.96,29.64,31.47,17.15,32.1,8.72,8.38,15.25,14.32,8.06,22.68,6.2,5.13,8.46,3.96,8.33,1.47,11.65,1.99,3.16,1.68,8.68,22.81,32.71,10.62,31.8,18.85,6.44,2,2.28,14.13,2.08,6.66,5.95,21.88,34.34,49.41,50.22,32.83,28.84,19.61,14.55,20.45,15.73,35.56,27.05,47.17
8404 百和興業-KY,週報酬率 %,-4.3649,0.6916,1.3735,2.0325,-1.8591,2.8417,-2.8948,2.5746,-1.5852,1.0739,-1.4608,0.8087,0,-0.9358,0.6747,-0.8044,0.1352,1.2147,1.3333,2.5,2.6958,-1.875,1.5287,-5.8972,-0.5333,-0.4022,-0.5384,6.36,2.2901,-0.9951,11.5579,-5.18,4.2756,4.7836,6.9565,3.6585,11.3725,2.1128,4.0591,-1.0773,-2.1778,-3.5251,0.7693,2.6718,2.0447,2.55,7.46,11.2397,9.9555,-3.3783,0,-7.5526
8404 百和興業-KY,現股當沖比重,4.33,2.11,1.86,1.04,0.91,9.52,8.75,6.06,1.21,0.96,0.31,0.36,0,0,0.32,0,0,3.37,7.42,0.37,6.91,0,3.15,1.27,1.13,0.78,2.52,9.29,6.99,7.36,20.93,7.77,13.02,21.4,17.01,10.21,17.03,6.01,9.74,9.51,13.89,8.3,3.93,7.36,17.43,16.67,22.42,27.59,15.12,10.23,12.51,9.18
8411 福貞-KY,週報酬率 %,7.5786,-5.4983,-0.1818,3.2787,17.6368,-1.1995,-2.2761,4.0373,2.388,-0.5831,2.3459,-5.7306,-0.1521,1.9786,-7.4627,3.226,-0.3125,4.232,5.8647,0.7103,0.5641,-5.7503,-0.1488,-6.1103,0.9525,-0.3144,0.9464,0.625,-1.8633,2.5316,0.463,0,-1.229,-1.2442,0.7874,1.0937,2.9366,2.2666,-0.1642,0.3289,0.164,-8.8379,-0.5386,0,1.444,-0.8896,-0.7182,-2.1699,-0.9242,-0.1865,-1.1216,-0.189
8411 福貞-KY,現股當沖比重,14.02,3.85,2.11,2.14,17.7,14.23,3.81,22.29,5.25,7.06,11.43,6.31,12.76,7.47,5.27,1.48,6.09,4.23,10.2,4.46,4.23,0,6.83,0.5,0,2.95,4.68,1.78,0,0,20.79,4.67,1.47,4.5,0,1.54,0,0,6.6,0,1.2,5.29,8.81,4.25,6.12,2.02,7.19,7.16,16.14,4.65,1.04,6.58
8422 可寧衛,週報酬率 %,-2.6471,-0.6042,-0.3041,1.5244,-0.6006,-0.3021,-0.6061,0,0.3048,-0.9118,0.3067,-0.6116,0.6154,0.9174,3.3333,-0.5865,0,2.9499,-0.8595,-0.5782,0.8721,-0.2881,0.2891,-1.441,-0.8772,1.4749,0.5814,-0.0001,1.1561,0.2858,3.1339,0.5524,-0.5495,-1.105,1.3966,-0.8264,1.0924,0.2932,1.4619,-0.5764,-2.029,-0.8877,0.2985,1.7856,-2.6315,1.5015,-0.0001,0,0,0.8876,0.2932,1.1696
8422 可寧衛,現股當沖比重,0.82,5.49,2.01,6.65,0,0,4.28,0,3.4,0,0.76,1.09,0.56,0.4,0,4.06,1.42,3.51,0.62,0,0,2,3.39,0,0,1.03,0,4.05,0,5.04,3.04,1.78,13.25,1.4,0.72,0,0.56,0.63,4.77,2.69,0.7,0,7.86,7.45,4.23,0,0.35,3.03,2.83,6.34,1.32,2.21
8427 基勝-KY,週報酬率 %,-0.2902,-3.4934,0.7542,3.2934,0.1449,-6.2228,1.0801,-0.458,-0.1534,0.4609,-0.9174,-2.0063,-0.7874,0.4762,0.7899,1.5674,-0.3087,0.4644,0.3082,1.5361,-4.3874,-2.5315,-0.487,-7.1778,-2.6362,0.1805,-2.7027,-2.963,1.1449,4.3396,0.1808,-1.9855,0.3682,0.734,-0.3643,2.3767,0.7279,-0.3817,0,0.7664,-0.3802,-2.2902,0.3906,-2.3346,0.996,-1.1834,-0.2994,-0.1001,0.6011,-0.498,-1.7017,-2.4439
8427 基勝-KY,現股當沖比重,0,0,0,2.46,1.66,4.17,9.26,2.78,0,3.92,0,0,2.35,0,4.48,1.72,2.78,0,2.94,1.19,5.41,0,0,0,0,0,0,4.16,13.89,21.21,0,7.14,4.55,0,2.86,0,0,0,0,0,16,0,0,0,10,0,0,0,0,23.08,14.28,0
8429 金麗-KY,週報酬率 %,-2.3622,4.7042,-2.4389,2.4998,1.2838,-0.7604,-4.3423,-3.0708,-1.9284,1.9664,-3.8568,-0.2865,-0.7184,0.4342,8.0692,1.3334,-0.5264,1.3228,-7.5718,-0.9887,0.7132,-1.983,10.9827,-3.9062,1.084,0.5362,-8.2666,-2.6163,-3.582,6.037,2.7736,-1.5625,9.0909,-0.529,0.0001,-1.5958,1.3513,-3.0667,1.6506,-1.7592,-6.4739,1.9146,0.1445,2.1872,-1.632,-9.2006,-2.3256,-5.9523,4.7015,-0.8635,-3.3102,5.045
8429 金麗-KY,現股當沖比重,3.24,13.92,4.36,4.03,5.56,8.11,8.25,1.84,0.91,3.08,1.82,0.37,0.72,5.23,15.28,3.81,1.62,1.96,7.19,2.19,2.63,1.62,7.7,4.59,6.53,4.62,8.73,0.46,1.13,1.9,4.57,14.13,36.98,6.19,29.3,16.5,13.54,6.21,7.66,2.98,11.21,10.17,15.73,5.97,4.45,2.19,9.05,6.48,1.84,4.82,11.25,8.95
8442 威宏-KY,週報酬率 %,0,-0.9999,1.6835,4.8566,-0.7368,0.5303,0.5275,-0.105,0.8403,0,-0.1041,-0.4171,0.4188,0.1043,3.1251,13.7373,2.3089,0.3472,-0.519,-0.3479,-3.1415,-1.4415,0.0001,0.5485,-1.8182,0.9259,-0.9174,0.3704,0.1845,-0.1842,4.797,-0.5282,-0.8849,-0.7142,-0.1799,1.0811,0.9276,-0.3677,-0.5535,-0.0001,-2.7829,-0.1909,-0.0001,3.2505,2.963,0.3597,0,2.6882,1.0471,-0.6908,3.3043,2.357
8442 威宏-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,22.22,26.19,22.97,12.5,0,16.53,25,0,0,6.67,4.65,7.69,12.5,5.45,29.82,0,8.51,8.47,0,0,0,0
8443 阿瘦,週報酬率 %,-2.6316,-0.0001,-1.3513,-1.3698,0.5556,0.2763,-0.8264,-0.5556,-1.3967,0.2833,0.0001,0.565,-0.5618,2.5423,-0.2755,-0.2763,-0.554,-0.557,-0.8402,-1.6949,-0.5747,-0.867,-1.4577,-1.7751,-2.7108,3.4056,-3.2935,-3.4056,-3.2051,2.3178,-1.9418,0.33,0.9868,-0.0001,0.3259,-0.9741,-0.6557,-0.0198,0,-2.6936,-3.1143,-3.5714,1.8518,-1.0908,2.2059,4.3166,2.069,-3.7163,-0.7018,-0.7067,-1.0677,0
8443 阿瘦,現股當沖比重,1.64,3.03,14.28,0,0.26,0,0,0,0,0,0,0,0,0,0,31.1,0,23.07,0,2.83,0,2.56,2.15,0,0,11.66,0,10.6,0,24.76,0,7.35,11.82,11.11,0,8.68,6.84,16.81,19.44,0,10.71,10.89,0,12.39,4.23,17.98,18.7,0,24.49,1.35,5.96,8
8454 富邦媒,週報酬率 %,-3.8742,-3.5265,1.0444,0,-1.5503,1.8374,2.0619,-3.5353,1.5707,-1.0309,-1.0417,-0.5263,-0.2646,1.5916,2.0887,-0.2557,-0.5128,1.5464,1.5228,3.5,-0.7246,5.1095,0.2315,-0.6927,0.4651,0.0001,0.0001,2.0833,1.5874,2.6786,-0.6522,-1.9612,0.6944,-0.6897,-2.5463,-0.475,-0.4773,0.7194,0.2381,2.8504,0,-3.0023,-0.7143,0.7195,5.7142,1.8018,-2.2125,-2.715,3.0233,-1.8059,-0.4598,-0.6928
8454 富邦媒,現股當沖比重,1.04,4.31,1.37,0,1.81,0,0,0,0,2.17,0,0,0,2.43,0,6.81,1.15,1.54,1.77,0,0,11.31,0,0.99,0,0,3.57,9.32,0.58,0.91,3.51,7.77,1.61,0,5.55,0,0,0,3.61,3.44,9.71,5.26,9.09,0,16.44,2.35,11.35,6.04,0,1.32,4.28,1.55
8462 柏文,週報酬率 %,-14.4793,8.1608,-6.7568,0.2416,-1.2048,1.3416,0.8423,-1.432,0.2421,-0.3623,-0.4848,-0.1218,0.1219,0.8526,-1.6908,-0.9828,0.8686,-0.369,-0.8642,11.0836,-4.1481,-1.7544,0.7144,-1.5367,2.0407,2.353,0.3449,3.2073,-1.6648,2.8217,10.8671,-0.4951,0,1.4926,0,3.4314,-1.8958,15.9421,-0.8126,3.4314,-2.3696,0,0.9709,-2.8846,5.9405,0.9346,0.463,1.3824,4.5454,2.6087,3.8136,-0.0001
8462 柏文,現股當沖比重,27.92,8.46,2.74,2.68,8.51,14.41,3.23,0,0,2.73,0,2.7,10.85,4.46,1.84,0,0,1.91,0,10.24,0,0,4.29,2.69,3.84,6.94,11.71,10.67,6.62,0,35.73,10.83,16.37,20.49,8.92,16.17,0,13.61,8.35,3.99,7.51,8.49,11.15,9.46,15.94,8.02,4.51,15.04,15.66,22.9,28.54,16.45
8463 潤泰材,週報酬率 %,0,-2.1148,10.1852,-0.28,2.2472,-3.0219,-0.2833,-2.8409,1.1696,-0.0001,-0.8671,0.8747,0.578,2.0115,1.4085,3.0555,-1.8868,-0.5495,-1.105,1.676,9.3408,5.0252,-2.3924,-7.353,3.1746,-1.7949,0.0001,-1.5666,1.061,0.7874,-0.2605,-1.3054,3.1745,-1.5384,0.0001,0.4896,1.3736,-2.71,-0.5571,0,-5.042,1.4749,1.7442,3.1429,-3.878,-1.1527,-0.2915,-0.8771,-1.18,0.2985,0.8929,7.6696
8463 潤泰材,現股當沖比重,0,0,4.32,0,1.81,0,0,1.49,2.46,0,3.09,0,2.94,4.35,3.16,6.4,0,6.52,1.67,0,13.6,8.34,7.92,3.15,5.66,0,0,0.76,7.25,3.67,1.38,10.53,5,0.93,0,0,0,4.65,0,0,1.42,9.58,0,1.89,0,2.74,0,0,0,3.33,0,1.57
8464 億豐,週報酬率 %,-8.8555,-1.1958,-0.4538,-0.4558,8.5495,-4.3601,-1.0295,-6.2407,5.3883,-9.3232,-4.6435,0.6956,1.0362,2.2222,2.0067,3.4426,-4.7544,3.827,-9.7757,4.0851,-3.9249,0.533,-2.8268,-5.0909,7.2796,9.1071,5.401,0,-1.8635,-1.424,0.8026,-0.3184,-2.5558,6.7214,3.6867,-1.3333,11.1111,-1.4865,-0.686,0.8642,-6.1972,-1.9521,-0.7657,0.1544,-2.7735,-1.9017,0.323,0.1611,1.2862,11.4286,-0.2849,-11.0001
8464 億豐,現股當沖比重,15.37,10.63,22.22,28.65,23.09,26.36,17.14,19.17,17.06,9.67,11.06,15.78,17.62,11.71,8.19,6.98,5.85,12.37,26.64,18.82,12.12,10.34,8.89,19.63,10.77,5.59,10.2,10.5,15.31,15.52,18.95,5.44,5.99,20.04,2.42,16.92,11.58,12,16.11,8.47,16.53,16.99,14.35,21.55,22.67,8.01,8.26,6.77,2.87,12.44,9.68,17.81
8466 美吉吉-KY,週報酬率 %,43.7198,6.7227,1.9686,1.5445,-3.8024,-1.5811,1.2048,-1.9841,-2.0243,-3.3057,3.4188,-0.8265,0.4167,-1.6598,2.1097,0,-0.8264,-0.8333,1.6806,1.6531,-1.2194,-0.4115,0.8265,-1.2294,-0.8299,-0.4184,0,-0.4201,0,-0.8438,0.4256,1.2711,-1.2552,1.2713,3.7656,0.4032,-3.2128,-1.2449,0.0001,-7.5403,0.9662,-4.3063,-4.8,4.832,-1.6031,-0.2037,-3.7755,-4.1357,5.7523,-2.615,-2.1481,-0.4391
8466 美吉吉-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.68,0,0,23.69,5.34,0,0,1.36,3.36,2.38,1.94,1.81,10.53,0,3.65,1.33,0,0,0,2.27,0
8467 波力-KY,週報酬率 %,-0.9589,-3.1811,0,1.1429,-2.1186,1.5873,-4.8294,-1.791,0,-1.2157,0,0.3077,0.6135,-0.9146,4.923,2.6393,12.2857,1.7812,2.8749,-0.3646,0.7316,-4.9638,-2.293,-4.824,-2.4658,1.545,-0.9682,-2.2346,0,0,-1.9999,0.2915,4.4773,-1.0175,-3.2305,0.4552,0.6042,-0.9009,0,3.0304,-0.4412,-2.5111,3.0304,-1.6176,9.417,2.4591,-6.2666,2.9872,-3.1769,-4.4224,1.4925,1.4707
8467 波力-KY,現股當沖比重,30,0,0,0,10,0,0,0,0,0,0,0,0,0,0,25,3.33,8.88,0,4,0,0,0,0,0,0,0,0,0,12.5,0,9.98,0,0,0,0,0,0,0,13.33,25,0,0,33.33,3.77,0,0,0,0,0,0,0
8473 山林水,週報酬率 %,-2.6021,4.0077,-2.3853,-1.3157,1.1428,-0.1883,0.0001,-1.5093,-0.5747,1.1561,2.2857,0.3725,0.1856,0.1852,1.8484,2.3593,-0.8865,0.3578,-0.713,6.6427,2.3568,0,15.296,-8.7019,-3.2812,6.6236,-2.4243,-1.2422,1.7296,-0.6183,0.6221,0.1545,0.463,-0.9218,1.0694,-0.3226,0.1619,0.1616,-2.2581,-0.165,-3.8017,-1.8901,-1.0507,4.0708,-1.7006,-1.0381,0.5245,-0.5218,2.4475,1.0239,1.5203,-1.1647
8473 山林水,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72,8.63,5.86,31.28,7.31,8.21,10.9,3.05,2.44,9.26,0.6,0,0.51,6.23,0,0.45,3.02,5.88,4.1,0,1.22,2.48,0,3.67,3.56,5.38,0,0,0,6.24,20.02,6.27,0
8478 東哥遊艇,週報酬率 %,1.3767,-5.4119,0.2071,-0.9195,-4.3165,-1.5038,1.5267,-0.0001,1.3534,-3.5608,3.0769,-0.7463,-1.5038,1.5267,-0.7519,1.5151,-1.4925,-0.7576,0.3818,1.901,11.1194,-3.2908,1.3751,-3.4114,1.4185,-2.0979,-0.0001,1.4286,-0.7043,0.7093,-2.817,1.4493,-2.1428,2.5548,7.6376,-1.9247,-3.157,-1.7621,-3.139,-1.3889,-15.4931,8.8889,-2.5613,-2.6075,2.1505,-0.0106,9.4852,0.0001,-3.8462,1.5,2.266,-1.7342
8478 東哥遊艇,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8480 泰昇-KY,週報酬率 %,-2.3809,-2.4391,3.3333,-0.8065,1.626,0,3.9999,-1.1537,-2.7238,0.4,0.3984,2.8037,2.2727,2.2222,0.4348,2.5973,10.1266,4.5977,-3.2966,11.3638,1.7007,-1.0033,0,-9.1217,-0.7435,-0.749,1.132,4.4778,-1.7857,-3.2728,2.2556,-0.0001,-0.7352,-0.7407,2.6119,-1.8183,-2.963,0,1.5267,0.3759,1.8382,-5.3846,1.2195,0.4017,0,0.8,0,3.9683,-4.1985,0,0.3983,-0.7938
8480 泰昇-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8481 政伸,週報酬率 %,2.2398,-2.1071,-2.4598,-1.5587,-2.1527,-2.5091,-1.1564,0.9058,0.0374,-0.9347,0.9434,-1.4018,0.7962,2.6895,1.0257,3.3358,27.6316,-7.6289,-5.3571,9.1981,-5.8315,1.1467,-0.2268,-2.7272,0.4673,-1.6278,0.2363,-2.9481,-2.6732,-0.6241,0.7538,-0.2494,0.0001,-0.25,1.5037,-0.4938,0.4679,-0.5222,1.5748,0.7753,1.5385,0.5049,1.2562,4.0942,3.2181,3.4641,-0.6696,0.8989,0.2228,1.1111,6.5934,0.8249
8481 政伸,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.18,6.03,0.63,1.25,3.68,8.11,0,5.41,1.41
8482 商億-KY,週報酬率 %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8482 商億-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8488 吉源-KY,週報酬率 %,0,0,0,0,0,0,11.4285,-2.1367,-4.1485,1.5945,1.3453,0.9955,-0.7667,-0.2208,1.3274,-1.9652,-1.6704,-0.3397,2.8408,-0.1106,2.6549,-3.2328,-0.8908,-2.9212,-0.8101,-1.167,0.5903,-10.7981,0,-1.3158,0.8,1.5873,0.3906,4.2802,0.995,-3.3251,-0.8917,1.7995,0.8838,0,1.2515,-6.057,-0.6579,-0.6993,-0.5633,-0.1416,-1.7022,-3.0303,-2.0834,-2.5836,6.7082,-0.8772
8488 吉源-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37.5,0,0,0,0,0,0,0,6.67,22.67,0,12.5,0
8497 格威傳媒,週報酬率 %,0,0,0,-6.8049,-1.4001,0.8493,-6.5666,-3.5352,3.7522,-0.7881,-0.695,-0.0143,2.2285,0,-0.0001,2.0122,3.4247,1.6689,-4.6377,4.2486,4.8355,1.3125,-1.4929,0.8267,-1.8634,0.0001,0.6329,3.1447,-1.2195,-3.7037,2.5641,-2.4999,0,1.2783,-2.1025,-4.3624,-3.6631,4.8951,-2.3611,3.0584,0.207,-2.0662,-1.1252,3.4567,2.7362,2.1279,-1.7167,-3.3333,0.6896,-5,1.2545,-11.7061
8497 格威傳媒,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499 鼎炫-KY,週報酬率 %,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499 鼎炫-KY,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8926 台汽電,週報酬率 %,-0.4349,-0.4366,-0.8772,-1.7698,0.2253,0,-0.6741,-0.4525,1.3636,0,1.3454,-0.4426,0.2222,0,0.4434,-1.1039,0.4465,0.8889,-1.3217,1.116,1.9868,1.5153,-0.2132,-1.7094,0.2173,0.2169,1.2987,-0.6411,-0.2151,1.0775,1.2794,-1.2631,-0.6396,0.2146,0.6424,-0.4254,0,0.8547,0.0001,2.3526,-0.4357,-0.0001,1.0941,0.8657,-0.8584,0.433,-0.0001,0.4312,-0.2146,1.5055,-0.6355,0.8529
8926 台汽電,現股當沖比重,0,0.46,0.09,0.4,0,0.39,0,0,1.63,0,0.1,0,0,0,0.15,0.67,3.16,1.39,0,0.97,1.58,0.17,0.17,0.11,0,0,1.47,0,1.08,4.76,1.66,0.96,0.21,0,7.05,2.72,0,0.11,0,1.75,0.29,0.24,2.25,0.52,0.77,0,0,0,1.02,1.73,0.63,0
8940 新天地,週報酬率 %,1.6949,-2.3335,3.0716,-0.9934,0.3345,-1.3333,-1.3512,-2.7397,1.0563,-0.3484,-0.6993,0.0001,0.3521,0.3509,0.6994,-0.6944,0.6993,1.7362,-0.6827,1.3746,-2.034,-0.692,1.0453,-1.3793,-2.0979,0,-2.8571,0.3676,-0.7327,3.3209,11.0714,-10.6109,0.3597,-0.3583,0.7194,2.1429,-1.0489,-0.3533,1.0638,-1.0526,-1.0637,-0.7168,0.722,0.3584,2.143,-2.098,0.3571,0.3559,-1.0638,0,-0.7168,0.361
8940 新天地,現股當沖比重,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,1.72,0,0,5.17,0,9.81,0,0,0,0,11.11,12.5,6.64,2.14,1.09,25,50,5.4,0,0,11.11,0,0,12.82,8.25,33.33,0,0,12.43,0,0,6.67,0,0,0
8996 高力,週報酬率 %,-4.5615,-0.9191,2.783,4.8736,-0.3443,0,-3.2816,-1.6071,1.2704,-0.0001,0.1792,-2.3256,-0.5495,0.9208,0.7298,1.4491,-2.8572,3.6764,-5.8511,0.3767,-0.3752,-2.4482,0.1931,-5.8766,-0.2048,-0.3077,0.2057,-11.9097,-0.2331,8.1775,-2.8078,-1.0001,-1.9079,1.9452,7.7441,-4.1667,0.6522,-0.8639,0.8714,1.5119,-21.3637,7.948,-0.8033,-0.6748,2.0381,4.1278,20.2045,-7.1277,2.1763,-1.4573,-5.6884,-0.4826
8996 高力,現股當沖比重,7.48,4.92,10.08,7.72,10.64,5.92,2.91,0.5,5.3,4.56,0.94,1.63,1.18,1.52,1.36,4.6,3.09,2.28,6.36,4.83,3.81,4.05,2.33,3.42,3.32,7.61,11.33,8.3,17.36,3.68,7.54,5.38,7.22,6.23,13,2.03,29.51,3.59,4.88,3.8,17.39,6.91,2.34,0.9,11.25,10.73,26.24,14.82,8.87,3.9,15.47,9.82
9103 美德醫療-DR,週報酬率 %,-0.5556,-2.7933,-1.7241,3.5087,0.565,1.1236,0,-1.1112,1.1236,-0.5555,-1.1173,-0.0001,0,1.6949,2.2222,4.8912,-2.0725,-1.5873,1.0751,-1.5957,-1.0811,-0.5463,0.5495,-3.8252,-22.7273,22.7941,-3.5928,-4.9689,-1.3072,0.6623,2.6316,-2.5641,-1.9738,3.3557,-2.5975,-0.6667,0,-0.671,0.6757,-2.0134,0.0001,-3.4247,-2.8369,0.73,-0.7246,1.4598,5.036,6.1644,5.1613,-0.6135,-3.0864,-1.2739
