證券代碼,Data Field,2016/4/29,2016/5/6,2016/5/13,2016/5/20,2016/5/27,2016/6/4,2016/6/8,2016/6/17,2016/6/24,2016/7/1,2016/7/7,2016/7/15,2016/7/22,2016/7/29,2016/8/5,2016/8/12,2016/8/19,2016/8/26,2016/9/2,2016/9/10,2016/9/14,2016/9/23,2016/9/30,2016/10/7,2016/10/14,2016/10/21,2016/10/28,2016/11/4,2016/11/11,2016/11/18,2016/11/25,2016/12/2,2016/12/9,2016/12/16,2016/12/23,2016/12/30,2017/1/6,2017/1/13,2017/1/20,2017/1/24,2017/2/3,2017/2/10,2017/2/18,2017/2/24,2017/3/3,2017/3/10,2017/3/17,2017/3/24,2017/3/31,2017/4/7,2017/4/14,2017/4/21,2017/4/28,2017/5/5,2017/5/12,2017/5/19,2017/5/26,2017/6/3,2017/6/9,2017/6/16,2017/6/23,2017/6/30,2017/7/7,2017/7/14,2017/7/21,2017/7/28,2017/8/4,2017/8/11,2017/8/18,2017/8/25,2017/9/1,2017/9/8,2017/9/15,2017/9/22,2017/9/30,2017/10/6,2017/10/13,2017/10/20,2017/10/27,2017/11/3,2017/11/10,2017/11/17,2017/11/24,2017/12/1,2017/12/8,2017/12/15,2017/12/22,2017/12/29,2018/1/5,2018/1/12,2018/1/19,2018/1/26,2018/2/2,2018/2/9,2018/2/12,2018/2/23,2018/3/2,2018/3/9,2018/3/16,2018/3/23,2018/3/31,2018/4/3,2018/4/13,2018/4/20,2018/4/27
8277 商丞,現股當沖比重,4.7,11.45,11.86,0,14.12,17.58,5.43,21.11,19.54,18.04,23.98,8.21,8.79,16.57,13.37,4.34,23.26,18.7,22.9,4.69,26.18,22.01,16.31,7.81,7.65,16.62,8.96,8.96,10.86,22.6,3.94,2.3,7.41,6.95,28.73,3.91,19.68,16.33,1.2,1.4,2.36,5.53,4.59,8.87,4.83,53.2,3.79,23.52,8.84,29.59,7.93,4.14,3.66,2.33,5.92,6.68,0,25.37,2.32,10.29,1.73,1.87,1.01,1.94,9.96,2.38,6.93,12.91,9.9,6.35,18.55,41.05,4.71,13.71,21.58,0,3.09,25.98,66.31,12.83,41.85,8.63,2.79,5.56,4.83,11.43,0,10.84,13.15,15.96,7.26,9.24,4.86,26.39,5.23,5.89,6.76,6.99,15.62,9.67,21.38,14.46,10.06,18.71,21.05
8279 生展,週報酬率 %,-0.4303,1.1236,1.7094,0.8235,0,1.4169,0.871,11.6017,3.8588,15.6732,-9.1188,-1.6836,-0.9999,2.3938,-1.4864,-2.4966,5.5148,4.0001,-4.3589,-1.4745,-0.6259,1.9989,115.9864,11.4174,-7.4206,0.0001,2.6717,-10.0372,6.6117,-7.3644,0.0001,0,0.4184,-3.3334,-9.4827,-2.381,0.4878,-8.2524,-2.963,0.5453,6.1822,-0.3064,6.0453,2.8986,-1.8779,-1.4354,-2.9126,-3,0.8247,0.2045,-4.7959,0.4287,-2.6682,0.329,-4.2623,-1.484,1.0429,0.4587,21.0045,-3.7735,18.7948,-10,-2.7778,-2.8572,0.4902,17.0732,10.8334,5.2632,-1.0714,-1.4441,6.9597,5.8219,-13.2686,-3.3582,4.2472,1.8518,-2.5455,1.1194,-1.476,0.3745,9.3283,17.4062,-0.2908,8.1633,-9.973,-5.3891,-3.7974,0.9869,2.6058,1.5872,8.75,3.1608,-0.5571,-15.4062,-9.9338,-1.8383,5.6179,-3.1915,3.6631,-3.1801,12.0438,9.1206,-8.9552,13.4426,-8.3815
8279 生展,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39,13.43,27.24,32.93,6.32,16.31,14.51,15.37,21.01,20.75,14.43,16.64,15.96,39.96,16.31,16.94,23.58
8287 英格爾,週報酬率 %,0.2933,-1.1695,-7.1006,1.5924,1.881,-0.3078,0.6172,0,-1.5337,4.9844,-0.8902,3.2934,2.4294,1.2196,-0.3012,7.2508,1.4084,0.0001,0.2778,0.831,-4.6703,4.611,-2.2038,1.1268,-7.5209,1.506,-0.5934,-0.8955,1.2048,2.0833,3.4986,1.4085,0.5555,-2.2099,-1.4124,-0.2866,1.4368,-5.3824,2.3951,-0.5848,19.4117,-2.2167,0.5038,0.5011,-3.4912,-4.3927,-0.8108,-0.2725,-0.8196,0.551,-3.2876,0.5665,-1.1267,-11.6809,2.5807,0.9434,0.9346,5.5555,-3.5088,-2.1212,2.1672,2.4242,-1.1834,-4.7905,0.6289,-0.6249,-4.4025,6.9079,3.6923,3.2641,-0.862,1.1594,-2.2153,-1.5975,-1.948,1.3246,-5.8824,-4.1668,-12.3188,2.4793,-1.2097,-38.0408,-22.2661,13.3898,-34.529,60.2742,-3.1339,7.2059,23.4568,3.5555,-10.3003,-7.0573,-11.0682,-11.288,0.4894,21.7533,-13.6,2.6235,6.015,-1.1347,-2.726,-18.879,-9.8182,-3.2257,-12.7083
8287 英格爾,現股當沖比重,2.55,0.45,1.15,0,3.14,2.02,0.72,10.06,2.93,2.32,2.55,5.4,0,1.13,2.58,8.98,2.76,2.22,2.63,10.61,3.64,2.29,1.91,0.36,1.7,2.06,2.69,1.86,7.75,8.87,0,0.54,3.37,1.72,1.6,0.52,0,0.53,0,0,15.61,5.64,7.22,4.99,1.48,4.31,8.35,1.35,1.11,1.52,1.71,0.85,2.71,17.93,23.02,6.79,4.85,4.41,10.29,14.07,5.25,9.33,19.9,16.8,6.3,4.95,13.56,16.67,10.45,14.97,4.69,6.75,7.81,2.08,20.14,8.46,5.07,17.26,11.92,55.34,12.96,0,0,0,5.1,24.74,0,0,22.79,27.69,23.33,16.13,25.09,17.04,9.5,32.06,14.09,22.82,54.11,22.22,36.92,0.13,0,0,0
8289 泰藝,週報酬率 %,-0.4385,0.4405,-1.3158,-0.4444,-0.4463,1.3453,-1.77,0.0001,-2.7028,3.7037,-0.4464,4.4843,1.2876,-1.1355,0.905,-1.3454,-0.9091,-0.9174,0.4629,1.3825,-0.4545,5.0228,-3.0435,0.8969,-0.0001,-0.8889,-1.3452,-3.6364,-2.8303,-0.4854,-0.9756,1.4778,1.9418,-0.4763,-2.3924,-0.4902,2.463,1.4424,-1.4217,1.4423,2.3698,0.4631,-1.3824,4.6729,-3.125,-3.2257,1.9048,0.4672,0.9302,0.4608,-1.8349,0.4672,-0.465,0.4673,1.3954,-2.2935,-0.939,0.9479,-2.817,1.4492,0.9524,-1.8868,0,0.9616,-0.1236,0.1002,0.5,-1.194,2.7191,1.4706,6.2802,2.7273,-1.77,-0.4504,8.1448,0.8369,-6.2241,-1.3274,0.0001,1.3453,0.4426,-2.2027,1.8018,7.5222,-7.4074,0.889,-0.881,-1.7777,4.525,0.8658,1.2876,1.6949,-2.9167,-6.0086,1.8265,4.9327,-2.5641,2.1929,2.146,-5.0419,3.9824,-0.8511,1.7167,-2.1097,-4.7414
8289 泰藝,現股當沖比重,0,0,4,0,0,0,0,1.45,0,0,0,0,0,1.61,6.85,0,0,0,6.67,0,0,3.87,0,0,0.69,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,25.08,0,0,3.17,0,2.63,2.6,3.07,2.67,12.32,1.92,2.56,1.22,0,0,2.27,0,13.79,1.06,4.93,5.04,3.91,0,0,0,0,0,4.67,12.5,2.8,29.54,7.39,15.26,0,0.55,60.4,64.04,7.07,1.44,25.66,5.83,1.71,2.37,14.11,39.88,12.08,4.35,1.37,14.83,3.44,3.49,3.51,6.47,12.4,16.12,5.69,0,0,0,22.4,0,1.15,9.23,0.46,8.11,0
8291 尚茂,週報酬率 %,-0.8438,-4.0426,4.8781,-1.6913,5.5914,-5.499,-3.0172,-4.4444,-0.2326,0.2331,1.8605,-0.0001,-0.685,5.977,-1.3015,-5.2747,-7.1925,0,2.25,0.2445,-1.2195,9.1358,9.7285,15.4639,-5.3572,13.2076,-6.6666,0.1787,-7.3083,11.7308,0.6885,-0.8547,-5.1724,5.4546,-1.7241,1.7544,0.1724,3.2703,-5.3333,0.7042,3.1469,-6.7798,8.9092,-5.0084,1.0545,-1.0435,-3.3392,-10.9091,2.8571,13.0952,-1.7544,-10.5357,7.7844,-7.4074,0,-1,-2.0202,-3.0928,3.1915,-14.0206,0.4796,-4.7732,1.5037,30.8642,5.6604,-6.6071,-1.7208,-5.4474,2.8806,3.3999,-4.2553,-3.0303,10,3.2197,-8.2569,-2,-6.1225,6.5217,1.0205,-2.6262,8.9212,-2.8572,11.1766,12.522,-0.3134,-0.6288,0.1582,0.4739,2.2012,-7.6922,16.3334,24.9284,0.9173,2.2727,-4.3333,6.6201,-7.952,-0.355,-0.5938,-2.3895,-4.1616,1.5326,-11.9496,1.7143,-1.8259
8291 尚茂,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8299 群聯,週報酬率 %,0.9363,-3.8961,-3.4749,-2,9.5919,0.931,0.738,-1.6483,-0.7449,2.0637,4.4117,-2.0746,-1.876,0.956,2.0833,-14.6567,-3.6956,0.4514,-2.4719,8.9862,-1.057,3.2051,-1.4493,2.9411,-7.7551,1.5486,-1.9607,-1.7778,2.7149,3.5243,2.5533,2.2822,3.2454,2.3576,-1.9193,0,0.587,-2.3346,-0.996,-0.6036,2.6315,0.9862,0.1954,5.0684,-1.8553,-1.3233,2.1073,1.8762,0.3683,2.3853,-2.8674,0.9225,4.0219,1.0545,0.8695,2.5863,8.7395,8.1916,-3.4286,2.219,4.3414,4.161,-0.1435,7.8947,11.1681,-2.7714,-2.3753,-1.5814,-0.1235,0.9901,0.9804,-8.2525,-2.1164,-3.9189,1.2659,0.8333,3.8568,-4.244,-2.0776,1.2731,-3.6314,-3.4783,2.7027,-11.4034,2.3102,-3.3871,0.8347,-3.3113,1.3699,6.5879,-2.8526,-1.4681,-0.3311,-4.3191,-0.8681,1.9265,-1.0308,2.0834,3.4014,-0.6579,2.1523,-1.4587,-4.6053,-2.2414,-4.7619
8299 群聯,現股當沖比重,5.95,8.26,8.63,15.87,10.95,8.16,7.96,12.05,9.02,6.08,6.83,9.41,4.19,6.35,8.6,24.04,10.5,7.22,16.25,17.34,11.09,7.78,5.78,6.6,10.17,4.78,10.34,6.64,14.13,9.75,6.42,9.51,7.54,9.65,9.3,4.85,9.75,8.16,2.82,1.9,6.79,2.09,4.86,6.88,9.59,13.88,7.17,3.96,12.32,8.14,4.7,9.26,8.17,9.02,28.27,21.81,26.07,28.9,14.82,25.98,27.47,19.05,15.69,29.87,30.12,35.95,14.85,21.38,20.48,13.79,25.19,27.15,27.56,27.41,24.85,23.31,20.12,38.96,33.07,15.73,11.7,15.84,13.37,29.22,21.51,10.63,13.97,13.95,11.81,22.15,10.25,18.33,10.22,25.72,11.59,21.84,11.77,19.24,10.98,20.83,16.26,10.42,15.04,20.07,15.74
8342 益張,週報酬率 %,0,0,0,0,0,34.4681,-5.8544,-24.2185,10.5123,-3.6725,2.4792,-1.7889,0.8073,1.232,1.8256,5.1992,-4.3743,2.9703,12.4808,4.2914,-3.295,3.7294,6.8802,3.9603,-8.0894,2.4164,-1.25,-4.7627,0.1828,-2.9851,1.7094,-0.0169,1.3616,1.4926,0.4902,-1.5934,2.4455,-3.7098,1.3233,-1.6036,1.8146,2.1618,-2.5845,0.9784,6.7323,7.6769,22.8891,3.4764,-3.382,-1.1513,-4.6941,3.5552,-1.061,0.9639,-4.1766,1.2453,-0.369,-1.2346,3.75,-12.0482,5.4794,1.7025,3.4625,-13.5999,1.8364,5.6069,-4.9791,-1.8423,-3.8462,0.8,-8.889,-4.1812,-6.3637,1.8446,1.0486,1.1697,-1.5293,-0.947,0.3823,-5.3333,8.6319,1.3151,23.4146,-10.4743,-4.6357,3.9353,-1.7818,-2.8345,-3.6174,-3.1477,-0.25,-2.7569,-0.2578,-2.584,2.9178,-0.7732,0.5195,-1.8088,3.5526,0,1.6518,-0.75,-1.7633,-0.8973,-0.3881
8342 益張,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8349 恒耀,週報酬率 %,-0.2565,-1.0283,-0.6493,-2.0915,4.8064,-2.9298,4.3307,-3.522,-1.043,1.5809,0.7782,-1.1583,0.2605,0.2598,-0.5181,-0.9115,-0.3943,-0.1319,1.0568,3.282,0.6666,0.265,-3.3026,3.1421,-2.7814,0.4087,0,0.407,-4.1892,1.4104,0.1391,-0.4167,-0.9764,4.2253,5.5405,-0.256,-2.6958,4.0898,7.3512,3.8961,2.2727,-2.2223,1.8182,-1.8973,2.389,1.7778,-0.655,-1.8682,-2.5756,2.1839,0.4499,-1.4558,1.4772,-1.3438,4.4267,11.413,3.9024,7.5118,-3.0568,-5.8558,0.9569,-2.8436,1.4635,1.9232,4.9646,-4.2254,1.4705,-4.7343,2.434,0.9902,14.2158,8.1545,-0.3968,1.9921,-2.3438,3.2,-0.3877,9.7277,-7.4468,-4.9808,-0.4032,-0.8097,-3.2653,-4.6413,-8.4071,5.7972,-0.4567,0.9173,1.3636,-3.139,3.2408,4.0358,-0.8621,-12.174,1.9802,1.4563,-1.4355,0.4855,13.0434,-1.7093,9.1304,-0.7968,0,-4.8192,-2.9536
8349 恒耀,現股當沖比重,0,0,0,5.18,4.34,0,15.13,0,2.13,0,0,1.85,0,0,0,9.81,0,0,0.66,0,0,0,2.53,0,0,0,0,0,0,0,9.65,0,0,0.61,6.14,1.49,1.54,1.43,3.43,1.8,1.4,0.18,0,0.42,0,5.45,0,3.33,3.8,0,5.1,0,2.63,2.27,5.95,17,31.52,28.17,23.76,10.41,15.49,10.96,17.52,12.21,9.63,10.71,10.04,11.66,19.79,8.56,14.65,34.73,56.08,20.36,23.94,26.63,24.8,35.51,15.57,17.48,15.05,25.68,12.6,17.03,12.49,22.54,14.7,9.94,9.36,18.71,17.88,19.5,13.53,17.34,8.82,18.42,12.85,11.82,21.83,22.26,30.47,37.58,23.3,24.71,11.72
8354 冠好,週報酬率 %,-0.0001,-0.2932,-0.5882,0.5917,-0.5882,-0.296,0,0,0.2968,-0.0001,-0.2959,-1.187,1.5015,0.5918,0,0.2942,-0.5865,0.295,3.2722,0.8903,-0.2941,0.295,-0.2941,6.1947,-2.7778,1.4286,-0.8451,-0.8522,0,-2.5788,1.1764,-1.1628,1.1765,0.2907,0.2898,-0.2889,-0.0001,-3.1883,0.2994,-0.597,-2.4024,3.0768,-1.791,0.3041,0,-1.2122,0.9203,-0.608,-0.9174,-0.6172,0.3107,-1.548,-0.3144,1.8928,0.3097,-0.6173,-2.4844,1.9109,-3.1251,6.4517,1.2122,1.7964,-1.4706,0,5.9701,1.6902,-0.2771,0.5875,-0.2841,-0.8546,-0.2873,3.7464,-1.9445,0.2834,-0.2826,-0.2833,-0.5682,0.2858,1.1396,0,0.5634,0.28,-0.0001,4.4692,0.2674,-1.3333,0,3.7838,-1.0417,0.0001,-1.3159,-1.0668,-0.2695,1.6218,-2.9255,2.4658,0.8021,0.7957,-1.0526,2.9256,2.3256,-0.2525,-0.7596,0.5102,0
8354 冠好,現股當沖比重,0,0,6.75,0,0,0,5.26,0,2.93,0,0,12.03,0,0,0,0.86,0,0,0,0,2.61,0,0,8.42,0,0,0,0,5,0,0,0,0,0,0,0,42.49,0,0,0,0,2.56,0,0,3.69,3.66,0.8,5.38,0,17.65,0,15.38,0,2.77,9.84,0,0,0,2.78,0,13.02,0,0,0,1.15,8.19,1.76,0,0,0,10.3,0,0,15.6,0,7.98,8.36,0,9.38,14.77,0,9.31,0,33.02,40.51,0,23.22,3.52,0,23.84,20.33,0,0,40.62,23.33,0,0,13.19,14.71,0,4.68,18.31,4.87,0,3.45
8358 金居,週報酬率 %,-4.0751,-7.1896,-1.4085,-1.7857,6.9091,5.7823,7.3955,-1.497,8.5106,15.6863,-3.6319,5.5276,14.5239,-3.9501,5.8442,10.2251,-1.1132,-0.938,0.7576,7.7067,-2.2688,2.6785,-1.9131,-1.7729,-4.332,5.283,1.4338,3.7103,-1.5333,-3.2872,0.8945,-3.5461,5.5147,20.5575,7.5145,4.8386,10.5129,-4.4084,1.9417,-0.4762,4.5455,17.1624,12.4999,-5.5557,0.3676,-0.9159,13.1237,-3.7581,-7.4702,1.4679,-13.2911,5.9437,-1.1811,-2.2909,-1.3252,1.2397,-0.3062,-0.5117,-5.7612,-1.5284,-2.5498,0.5688,5.0905,-0.323,-2.1599,8.4989,-1.119,-0.7202,17.3058,4.9756,-0.8666,-6.119,-2.9795,-0.1919,-5.1922,5.0711,-3.861,2.0081,-2.7559,-15.9919,-5.3013,4.4529,-0.6091,-1.4707,-4.9752,0.2618,5.222,1.1167,5.0307,4.2055,-6.5023,3.3574,0.348,-8.7862,-0.3802,5.8524,3.8462,0,-1.7361,-2.9447,5.2184,-1.9608,3.4119,-1.934,-9.2806
8358 金居,現股當沖比重,0,0,0,0,0,0,0,0,0,0,6.81,10.96,14.61,2.81,11.7,22.26,4.07,6.12,45.99,18.07,3.51,18.73,3.89,10.35,1.65,7.41,2.01,5.83,11.35,9.06,0.51,6.51,5.43,39.61,33.96,27.07,48.29,29.49,40.43,28.94,29.11,24.47,32.57,20,24.32,24.88,21.64,14.59,18.03,16.84,24.65,30.17,41.63,48.18,30.91,24.83,21.71,35.32,26.93,36.55,23.95,25.73,24.24,14.7,38.42,30.31,15.49,21.37,43.19,18.73,26.27,30.51,22.27,18.24,27.53,32.22,31.56,30.73,28.37,31.91,37.31,44.13,31.2,35.01,27.82,19.66,36.95,17.19,31.62,40.81,13.35,28.01,20.8,26.42,16.39,27.4,23.28,33.69,8.26,10.38,27.31,6.12,31.7,24.69,14.37
8383 千附,週報酬率 %,-4.64,-2.5168,-7.9174,-0.3738,6.7543,2.2848,-7.732,-1.4898,-5.6711,0.601,-1.3944,0.606,2.4096,6.8627,2.3555,2.612,-4.5456,4.1903,-5.4844,2.9014,-2.2557,1.3462,-1.1385,2.8792,-5.0373,-2.3577,-0.503,-5.2578,-9.3917,7.4205,-0.6578,-0.4414,8.2039,-0.6147,-1.3401,0.418,8.0125,-4.8169,0.1011,1.0111,0.5005,-1.0957,1.7119,-0.99,1.2,3.755,-0.7619,0.192,-2.1072,3.5225,-5.1039,-1.5936,2.6316,0.5917,-0.9804,-0.5941,-0.8965,-0.5025,0.0001,-1.5152,-0.3077,0.1029,-0.2056,1.7507,3.0364,4.3223,-0.565,-3.9475,-0.7277,-0.0001,-0.1047,-1.782,-0.4269,-1.6076,-2.3964,0.4463,2.8888,1.9439,0.106,2.6454,-1.0309,-1.1459,-0.3161,-0.2115,2.3304,2.588,0.9081,-1.3,2.5329,3.162,-3.6399,-3.7772,-1.343,-9.4241,0.6936,1.837,0.5637,2.5785,-2.0764,0.8929,1.5488,-0.1089,-1.4177,-2.323,-4.077
8383 千附,現股當沖比重,11.06,16.63,9.85,13.76,17.18,7.63,11.01,7.8,15.73,7.15,12.58,7.92,3.56,15.06,3.89,9.68,4.12,10.49,5.56,4.62,5.25,2.79,5.9,7.52,9.06,4.86,3.03,2.74,11.67,9.01,10.62,4.34,15.09,3.81,2.93,3.18,6.45,4.04,3.71,3.19,2.26,5.84,5.83,5.33,5.24,21.75,5.01,2.03,0.67,8.45,6.59,1.67,6.05,11.32,4.01,4.94,8.58,5.09,3.04,4.53,2.95,3.12,1.31,0.39,7.74,10.46,5.84,11.49,3.14,0.28,2.42,6.06,29.15,3.95,6.33,4.77,10.06,7.1,5.05,3.22,8,1.69,5.27,2.18,21.37,15.46,9.32,6.85,12.13,30.47,5.08,3.16,3,8.55,5.43,5.58,5.47,3.21,3.37,8.89,2.35,6.41,0.34,1.26,4.52
8390 金益鼎,週報酬率 %,-0.373,0.3746,-1.4925,0.0001,-0.7576,-0.0001,0.3817,1.9012,2.2388,2.1898,13.2142,-2.5236,-1.6182,1.9737,0.6452,-5.1949,1.3699,-0.6758,-0.6803,0,0,1.3699,-2.027,-0.6896,-3.8194,-1.805,0,0.7353,2.9197,-3.1914,-1.0989,-0.7407,0.7463,0.7407,-1.4705,1.4925,3.6764,2.1277,-0.0001,1.3889,2.0547,-1.3422,17.0069,-5.2326,-1.227,3.1056,4.8193,-4.3103,-1.5016,6.7073,-4.2856,-9.5523,2.3103,-1.613,-1.3116,-5.6478,10.2111,-0.3195,0,-3.5257,-0.9968,0,-0.6711,0.6757,5.3691,-1.5922,1.6179,-0.6369,4.4872,2.4535,19.6969,-1.5191,-4.1131,-2.1448,-2.4658,2.528,-1.3698,6.6666,-4.1667,3.8043,-2.3559,-8.8473,0.8824,-3.7901,-2.1213,-0.6192,2.8038,23.6362,-1.7156,6.2343,-4.9295,-1.2346,-3.75,-11.6884,-1.4706,12.8359,-2.3811,-3.523,-0.0001,-3.09,-1.4493,0.8824,2.0409,0.2856,-2.849
8390 金益鼎,現股當沖比重,4.9,5.93,0,10.14,0,0,0,0,13.63,9.99,12.23,3.03,9.59,6.62,6.42,29.85,8.42,0,0,2.5,17.39,1.96,0,1.57,9.68,2.17,5.17,0,12.21,6.82,4.21,1.95,8.28,0.32,0,0,2.43,4.6,13.51,0,2.45,3.95,8.31,4.26,1.6,11.03,7.41,4.36,3.16,13.48,17.38,3.28,0,1.91,24.53,3.47,7.58,4.12,0.97,2.47,0,8.89,2.27,4.16,4.29,15.74,4.62,9.62,2.79,8.24,12.01,18.82,13.29,21.05,1.65,2.52,2.26,8.87,5.9,8.81,6.06,2.32,7.05,4.58,3.37,0.82,2.75,24.34,26.41,28.89,31.44,17.58,18.18,10.26,5.89,21.83,4.46,25.62,8.28,16.6,1.71,12.28,2.73,2.49,6.97
8401 白紗科,週報酬率 %,-0.4256,-1.7095,-1.7391,1.7699,-1.3044,-0.881,-1.3333,-0.901,0,0.909,0.4662,-0.4739,0.9524,1.8869,0.463,1.3824,-0.4545,-1.3699,0.463,-0.4608,0.463,3.2259,-1.3393,0.0001,-0.905,0.4566,0,-2.2727,-0.465,-5.1403,0.4926,-0.0001,-0.9804,0,-0.99,0,0,1.5,-0.0001,1.4778,-0.9709,0,1.9608,0.0001,9.6154,-3.5088,7.2728,-4.2374,-2.2125,0.905,-2.6907,0.9216,3.1963,0,0.4425,-0.4406,-1.3274,1.7938,2.6431,-0.4291,0.8255,-0.0001,-0.8849,0.8928,1.7699,-0.4348,16.1571,-3.0074,-0.3876,4.6693,2.6022,-1.8117,2.214,13.3574,-8.2803,7.2917,-0.6473,2.2802,11.465,2.8572,-3.8889,2.0232,-0.2833,-7.6705,-2.7691,-0.633,-0.637,3.5256,0.3096,-8.0247,-2.6845,10.3449,-3.4376,-0.9708,-0.6536,12.171,6.1583,7.1822,-1.2886,-3.6554,-1.6261,-0.551,-0.831,-2.514,-1.4326
8401 白紗科,現股當沖比重,1.04,3.78,1.87,8.82,0,4.87,0,0,2.67,0,1.75,0,1.56,0,0,7.92,0,0,0,2.04,0,0,0,0,0,16.44,0,1.69,0,10.99,0,0,0,3.21,0,0,0,0.72,0,0,0,0,0,0,16.02,1.68,4.28,0,2.29,1.11,0,0,0,2.58,5.19,0,2.86,0,10.53,0,3.12,0,0,0,4.12,3.45,14.66,4.76,0,5.14,0,16.91,5.41,24.71,16.44,39.16,10.92,2.82,17.72,9.22,11.12,21.95,0,2.85,2.86,6.1,0.87,0,4.55,2.17,14.44,6.28,1.25,2.45,0,18.61,15.31,14.19,4.23,12.39,11.72,2.2,4.71,6.54,15.49
8403 盛弘,週報酬率 %,-2.7027,-0.9259,-7.0093,3.8945,-3.2648,5.625,-3.5503,0.2454,-3.3047,1.0126,-0.0001,2.6316,-0.8548,-1.4779,-0.2499,-3.0076,-0.2585,0.1296,-4.7555,3.6722,-5.0409,1.5782,1.13,-1.8156,3.414,-0.9627,-1.3889,-1.4085,-1.7142,0.2908,-2.029,2.071,-0.1449,-0.7257,2.3392,-0.5714,2.5862,-4.6219,0.5874,-0.5839,1.4684,0.1447,14.0173,0.1267,-2.9113,0,1.695,-2.5641,-3.158,0.2717,-3.252,-1.4007,1.2784,-1.4025,0.1423,-0.8521,-1.1461,0.5796,0.2881,0.4311,6.1517,-4.0431,-0.983,2.9788,2.2039,-0.2695,2.1622,-2.9101,1.2261,1.2114,4.4353,0.1356,1.8944,-1.8593,-1.4886,6.7307,-0.6435,-2.3317,0.0001,0.5306,0.5278,-1.0498,1.3263,0.0001,-2.0942,0,-0.9358,0,-0.2699,0.5413,-0.6729,-0.1355,-3.2566,-6.8724,0,4.3675,-1.4065,-1.3412,6.6465,-1.9829,2.3122,0.1412,3.244,-1.9126,1.8105
8403 盛弘,現股當沖比重,6.5,1.54,7.36,16.12,1.13,7.92,0.98,4.24,1.6,1.86,2.21,6.7,0.59,0.83,0,0.57,0.81,0,4.78,7.44,1.62,2.4,2.53,2.36,5.85,2.74,0,7.7,9.91,4.65,5.37,3.99,2.03,0,3.6,1.24,0.8,0.37,0,0.59,2.05,0,13.37,16.51,3.55,3.25,3.75,4.48,2.19,5.75,0,1.85,0,0,3.28,4.57,0,4.09,0.58,0,23.67,7.65,2.59,1.52,27.38,6.84,7.87,0.5,9.37,3.99,31.93,6.52,2.58,1.89,11.95,8.99,10.16,1.87,4.59,1.14,12.85,2.89,2.11,25.19,3.86,0,0.76,0.79,1.83,0.87,0.92,0,4.11,1.52,4.36,2.1,3.75,3.74,34.63,14.02,11.46,8.58,25.79,4.75,13.76
8406 金可-KY,週報酬率 %,-4.3716,-6.8572,2.7607,-0.2986,2.3951,-0.5848,3.9706,-7.0722,0,1.6743,-0.5989,4.0664,-3.3924,0.7647,-3.7936,-0.1579,2.3695,-3.0865,-0.1593,0.319,1.4308,-2.3511,-0.1605,0.8038,-9.7288,7.7738,-2.7869,-2.5295,0.3461,-1.3793,2.2728,-1.1966,-0.519,8,0.3221,7.0626,-4.7977,-0.6299,-1.1093,-0.9615,-1.6181,0.3289,1.6393,-2.9033,0.9967,-3.6185,0,0.1706,-5.2811,1.7986,-1.5901,-7.3608,-3.6822,-0.2011,-11.0887,4.3084,6.5217,1.0204,-0.8081,-1.4257,2.2727,-6.0606,-1.5054,2.8384,4.2107,10.2726,-0.3803,-12.7863,1.9694,3.8627,-3.0992,1.919,-5.4394,-5.3097,-2.3365,-0.4785,-0.4807,4.8308,-2.0738,-0.9412,-13.0642,3.8251,-1.0527,-1.3297,-8.0862,24.6334,8.2353,-5.6522,3.917,-1.9955,4.0725,4.5653,-2.7026,-16.6666,1.0256,9.1371,-2.7906,-0.4784,-0.9615,-4.1263,16.4557,3.4783,5.2521,-1.5967,-4.2596
