證券代碼,Data Field,2016/4/29,2016/5/6,2016/5/13,2016/5/20,2016/5/27,2016/6/4,2016/6/8,2016/6/17,2016/6/24,2016/7/1,2016/7/7,2016/7/15,2016/7/22,2016/7/29,2016/8/5,2016/8/12,2016/8/19,2016/8/26,2016/9/2,2016/9/10,2016/9/14,2016/9/23,2016/9/30,2016/10/7,2016/10/14,2016/10/21,2016/10/28,2016/11/4,2016/11/11,2016/11/18,2016/11/25,2016/12/2,2016/12/9,2016/12/16,2016/12/23,2016/12/30,2017/1/6,2017/1/13,2017/1/20,2017/1/24,2017/2/3,2017/2/10,2017/2/18,2017/2/24,2017/3/3,2017/3/10,2017/3/17,2017/3/24,2017/3/31,2017/4/7,2017/4/14,2017/4/21,2017/4/28,2017/5/5,2017/5/12,2017/5/19,2017/5/26,2017/6/3,2017/6/9,2017/6/16,2017/6/23,2017/6/30,2017/7/7,2017/7/14,2017/7/21,2017/7/28,2017/8/4,2017/8/11,2017/8/18,2017/8/25,2017/9/1,2017/9/8,2017/9/15,2017/9/22,2017/9/30,2017/10/6,2017/10/13,2017/10/20,2017/10/27,2017/11/3,2017/11/10,2017/11/17,2017/11/24,2017/12/1,2017/12/8,2017/12/15,2017/12/22,2017/12/29,2018/1/5,2018/1/12,2018/1/19,2018/1/26,2018/2/2,2018/2/9,2018/2/12,2018/2/23,2018/3/2,2018/3/9,2018/3/16,2018/3/23,2018/3/31,2018/4/3,2018/4/13,2018/4/20,2018/4/27
3390 旭軟,現股當沖比重,0,0,0,0,0,1.94,9.76,0,0,1.52,5.88,6.42,0,4.03,0,0,0,0,0,0,0,24.96,22.7,11.64,13.57,1.21,1.56,0,0,2.29,4,0,2.1,0,0,1.12,3.51,1.86,1.03,0,0.36,18.12,0.64,1.85,9.96,3.08,3.32,17.91,1.7,28.15,6.82,10.09,34.4,13.64,11.08,2.82,10.28,14.11,34.05,3.13,1.47,4.67,0,8.3,3.73,0.61,6.39,4.48,10.57,2.74,5.61,13.4,3.46,10.64,4.37,12.82,10.89,5.71,4.53,6.1,25.34,19.61,10.15,13.37,6.47,3.85,6.6,0.48,8.16,5.07,3.14,6.8,0,11.2,2.12,2.3,4.62,4.89,1.32,3.22,3.22,10.72,9.88,1.7,11.86
3402 漢科,週報酬率 %,0.6645,4.6204,0.3154,3.4591,9.7265,-0.831,4.7486,-6.1333,-1.7046,2.8903,6.7415,2.6317,0.5128,3.8265,17.9361,-6.8751,2.6846,3.3936,-4.1576,1.8265,-4.9328,3.5378,-1.5946,6.713,-2.3861,-0.2223,2.8955,-6.4935,1.1574,0,0.6865,0,3.8638,-0.2187,-1.3158,1.7778,0.8734,1.0822,-0.0001,-0.6424,1.9396,2.5371,5.3609,1.3698,-0.7722,3.1128,1.3207,-0.0001,-2.4209,-2.481,-4.8924,0.823,1.6326,-1.6065,-3.0612,1.6842,2.4846,0.8082,-0.2004,-0.6023,-0.202,-0.2023,2.4341,-2.1781,3.6437,0.2788,7.3996,-4.3307,0.8231,-0.2042,1.636,1.0061,0.3984,3.7697,-2.1032,0.7812,-2.7132,-0.1992,0.7984,0.198,-2.9645,-0.8146,-0.2052,-2.2633,-0.6316,1.6949,0,-0.6249,1.2578,-1.0352,2.5104,-1.4286,0.207,-5.1653,1.0893,1.9397,1.0571,-0.2092,3.7736,5.2526,7.2937,0.8945,-0.3547,1.4236,-1.9299
3402 漢科,現股當沖比重,0,24.03,3.4,10.65,8.52,2.59,6.37,5.75,5.26,4.63,12.28,5.45,1.64,6.49,5.52,2.41,2.77,7.86,1.06,5.36,6.7,1.31,0,14.13,9.14,0.99,2.15,11.5,8.26,5.77,1.11,0.4,1.19,1.35,1.13,2.65,0.71,1.04,0,1.48,2.45,6.12,1.64,5.9,4.23,22.79,7.44,6.68,2.56,4.32,0.9,0,6.03,6.48,1.35,0,0,0,1.26,0,0.5,0,6.33,0,6.23,2.26,3.38,5.2,1.09,4.89,4.39,2.61,1.65,6.33,24.76,16.22,0,7.41,6.34,4.78,0.51,1.79,0,0.45,0,6.74,0,0,0,0,14.73,7.41,0,1.48,0,0.72,0,1.43,3.34,27.77,9.04,20.41,9.32,5.16,2.25
3426 台興,週報酬率 %,-2.439,0,0,-3.75,1.1169,0,0,1.3614,-4.9417,7.9979,2.8635,-4.9676,4.9495,0,-0.1203,-0.9635,0,2.0455,0,10.4987,-1.3378,15.1229,-0.0001,7.8059,1.852,-0.9091,-2.734,-2.8297,1.126,-2.0925,3.9216,3.2453,7.8216,1.6949,26.2501,-5.9406,3.1578,-0.0001,0.8164,0.8097,-1.6064,13.2654,13.5136,-6.1905,-3.0457,1.3962,10.4991,-2.1808,13.8534,9.6504,-13.5205,2.6549,-4.1668,-1.0495,17.5758,-1.6752,-6.553,-1.122,0.993,-6.0394,1.4948,-4.7128,4.4823,3.5502,4.8571,-4.4959,2.9958,-3.3241,0.2865,4.2857,4.3971,-2.5815,2.2315,-3.2742,3.8081,4.7554,-1.1673,-3.6744,-1.9075,1.3889,-1.9178,-1.6759,0.1421,-0.7092,-1.7143,0.7267,0.4329,1.5804,-0.5657,-2.1337,-0.4361,-1.6058,0.7419,-0.7364,-1.1869,0.4505,-0.4484,1.2012,0.4451,3.6928,-0.285,-0.7143,4.3165,-2.6207,-1.5581
3426 台興,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3434 哲固,週報酬率 %,-5.2631,-3.0865,-1.2738,-3.2258,3,-0.3237,-2.922,-6.0201,20.9966,-13.5294,0.0001,2.0408,-1.6667,0.0001,0.339,1.3514,0,-1.6986,0.0001,-3.4722,-1.7985,1.8315,0,0,-2.9412,-0.3788,-6.4638,-2.8455,0,-5.0209,3.5243,2.9787,0.8265,-0.8196,-2.0661,2.9536,-3.6885,3.4043,1.6461,-2.834,0.8333,7.8512,6.1303,-5.4152,0.3817,-1.1408,6.923,0.0001,5.7553,-2.0409,7.6389,0.0002,-1.6128,-0.9837,-9.9338,0.7353,4.3796,-4.1959,13.1386,-3.5483,0,9.03,-9.816,-0.0001,-6.1223,5.4348,-0.3437,-1.7241,-6.3158,0.3746,4.2636,-1.8656,3.422,-3.3088,-1.1407,2.6924,-0.3745,-1.5039,-1.9084,2.7237,-1.5152,-0.3846,-3.0888,-3.5857,2.8926,-4.8192,2.9536,0.8197,-1.2195,-1.646,-0.4185,-1.2604,3.8297,7.377,3.0534,0.7407,19.1176,12.963,-1.6393,-5.5555,14.9999,-4.6036,1.0724,-7.9575,-5.1873
3434 哲固,現股當沖比重,0,0,0,0,0,0,0,0,23.86,0,0,0,21.31,0,0,0,0,0,1.54,10.53,0,0,0,0,0,0,0,0,0,0,0,19.23,0,9.03,0,29.55,0,30,55.26,33.33,0,0,22.22,0,13.83,16.67,34.55,0,31.25,18.18,23.28,2.15,58.05,15.38,29.38,25,69.57,18.75,51.88,32.13,28.33,50.32,33.33,0,0,41.95,0,28.13,0,13.78,8.33,0,16.67,0,0,17.65,0,5.26,0,25,10.71,12.5,3.7,31.25,0,16.67,36.25,44.74,26.67,14.93,3.85,11.65,21.33,16.67,8.24,0,16.2,33.67,31.39,11.29,13.57,33.55,54.78,44.25,10.1
3438 類比科,週報酬率 %,-1.3986,-9.2199,-12.5,1.1905,14.1177,-3.5871,-3.2608,0.5617,-3.0726,1.7291,7.6487,1.3159,2.5974,-2.7847,4.1666,-4.25,-0.2611,-1.3089,-2.9176,3.5518,-3.1663,1.9073,-1.3369,2.1679,-6.8966,1.7094,1.1204,-1.6621,-5.9155,0,-0.8982,-1.2085,7.9511,-1.4164,0,-0.2875,0.2882,2.8736,-0.5586,-0.5618,0,13.5594,-4.975,2.8795,-0.2545,-1.7856,2.3377,-1.269,-0.7712,18.3938,3.9387,6.9473,-6.2991,1.0504,-14.3451,0.9709,1.6827,4.9645,-0.9009,-4.0909,3.7915,-3.1963,0.9434,-0.9347,0.2357,-3.9999,3.9216,-8.9623,-2.0726,6.6138,-1.2407,0.7539,3.99,-2.6378,7.3891,-2.9817,-1.1819,1.4355,14.6227,8.0246,-13.1428,11.1842,-9.2701,-6.5218,-6.279,4.7146,10.6635,-0.8565,1.512,-7.6596,0,5.0691,-4.8246,-12.6728,2.6385,3.856,-1.2375,7.5188,2.0979,0.4566,0.6818,3.6117,-4.3573,-1.8224,-0.9282
3438 類比科,現股當沖比重,8.36,8.33,8.54,6.08,27.26,1.47,1.84,4.61,1.23,2.9,9.13,12.16,0,0,12.34,2.3,1.01,0,2.3,4.67,6.25,0,0,0,0,0,0,1.91,0,6.55,11.47,0,6.67,0,6.21,3.79,2.61,2.64,0,7.25,0,4.13,3.54,2.47,8.83,0,0,0.89,0.96,30.48,24.83,19.2,24.16,34.62,14.37,19.79,25.31,18.93,8.82,14.16,21.19,28.32,11.61,1.87,7.09,2.87,11.55,15.18,1.35,20.64,2.25,0.84,8.91,1.09,23.88,5.81,3.35,3.39,34.29,28.7,36.09,35.39,7.33,11.05,27.05,20.46,21.46,15.62,11.55,10.8,5.87,41.93,6.32,19.11,4.91,0,9.89,17.98,7.97,15.1,16.48,14.29,2.7,4.26,11.66
3441 聯一光,週報酬率 %,-1.3159,-2.2222,-2.2728,-1.3954,5.1887,-2.6905,0,12.4423,8.1968,4.5453,11.5942,-6.8182,2.0906,1.3651,-1.0102,-6.8026,0.7299,7.971,0.6711,-1.3334,-2.3649,2.768,-3.0303,1.0417,-5.4984,2.1819,-0.3559,-1.0714,0.722,0.7169,2.4911,2.0833,5.4422,5.8065,-4.8781,-1.2821,12.3377,11.5607,6.7358,-3.8835,-0.5051,-5.5837,-2.4194,7.7134,2.5575,-5.7357,3.4392,2.5575,-2.2444,19.1327,6.2098,28.6289,47.3355,-14.8936,-5.0001,23.9474,-11.0404,-2.5059,8.9351,-7.4159,1.4564,-1.1961,5.811,-2.0596,-0.2996,0.9639,16.8257,7.2522,-1.1428,2.312,2.6365,13.7615,-5.9677,-10.8061,-1.3461,2.5341,0.3803,-5.303,0.4,-6.3745,-8.0851,5.787,-0.8753,-7.5055,-0.4772,-1.1991,-0.4853,-1.4633,1.7326,-11.6789,-0.8264,2.0834,3.2652,-19.4994,-1.473,8.3057,6.4417,-1.585,4.5388,-6.5826,3.4483,0.1449,9.5514,-2.2458,-14.8648
3441 聯一光,現股當沖比重,8,11.29,3.9,5.19,0,9.31,0,12.89,13.5,8.6,22.98,9.22,6.92,4.28,16.27,5.95,2.17,9.61,10.76,15.89,8.39,1.11,3.57,16.05,6.31,0,0,0,0,6.4,8.41,4.17,9.7,7.2,3.96,4.51,25.71,18.37,11.54,9.32,17.69,5.43,4.14,21.8,15.06,13.22,2.83,7.42,12.27,12.59,23.45,40.15,0,0,0,63.64,62.5,52,56.92,55.12,53.31,49.29,59.11,19.82,27.5,35.18,54.03,59.48,63.41,47.72,57.01,60.76,56.2,45.41,49.95,39.34,32.68,50.77,40.73,30.83,41.65,39.08,30.4,37.15,54.02,34.89,28.24,16.91,26.94,43.82,19.43,28.55,28.19,26.32,32.1,37.57,30.78,49.7,44.03,33.13,11.17,3.82,19.7,32.52,18.88
3444 利機,週報酬率 %,-9.1398,-1.1834,1.1976,0.5917,0.8823,-1.4578,0.5917,-0.0001,-3.5294,1.5244,-0.3003,3.6144,-3.395,0.9584,1.5823,6.5421,-2.3393,1.7964,-2.3529,6.3252,-1.6997,3.1701,-1.6759,-0.5682,-2.8572,1.7647,3.4681,8.3798,-5.1547,3.5327,3.937,-2.0201,3.6082,-3.9801,0,0,-5.6994,3.022,-2.6666,-0.274,4.3956,2.6314,2.5641,-4,1.823,-0.7672,2.5774,0.5026,-2,1.0205,-1.5151,0,1.5386,-0.2525,-1.2659,0.0001,-0.5128,-0.5155,-0.7772,-3.1332,1.0782,0.8,0.2645,-0.5278,4.0075,-0.2689,-0.0001,-0.8087,0.0001,0.5435,0.8108,0.2681,-0.2674,0.5362,0.5334,2.122,0.5196,-0.5169,21.5584,8.9743,-0.0002,-2.1569,0.4008,-0.9981,3.2258,16.0157,21.2121,-15.8333,4.9506,-1.1007,6.9952,-1.1887,-2.5563,-17.9013,0.5639,15.1401,-0.974,-3.2787,-4.4068,-4.2554,4.8148,-2.8269,-4.7274,-3.435,-7.3122
3444 利機,現股當沖比重,2.27,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,36.21,0,0,1.49,0,0,2.89,0,0,0,0,0,12.93,15.33,11.5,10.5,5.71,13.16,0,11.11,0,1.45,5.88,6.52,7.64,6.25,1.56,0,0,0,0,0,0,3.26,0,11.1,1.27,2.04,3.85,8.46,5.71,0,15.38,17.07,4.52,17.86,0,0,0,0,4.76,30.14,0,0,0,36.36,6.41,54.43,8.06,2.22,0.88,0,0,26.63,28.31,35.21,14.72,10.98,25.68,5.93,42.93,48.74,27.33,28.3,37.3,54.13,38.91,50.95,18.24,13.42,35.45,25.36,15.9,12.37,9.28,17.64,4.44,6.62,5.17,19.46
3452 益通,週報酬率 %,0,-1.8905,-3.7525,8.0085,9.756,-1.7779,0.9049,1.3452,1.3274,2.1834,0.8547,3.3899,0.4097,-6.1225,-2.6087,-6.2501,1.9046,-0.9346,-0.9434,-0.9524,-0.9615,-2.9126,-0.9,2.9264,-2.4509,-0.1005,-0.4024,-3.7374,-6.6107,-3.2584,3.8327,-0.5592,0.7873,1.451,-1.9801,2.4692,0.9857,-2.1693,6.4301,2.3959,1.7294,-2,3.0613,-0.99,-1.1,-2.9323,1.6667,-2.5615,-3.0495,-1.7353,-3.7528,0.9175,3.7501,-0.8762,-2.6519,3.4053,-0.9879,0.8869,0.6594,-0.1093,-3.0601,-1.5783,-2.4055,-1.2912,-0.9511,0.2401,-0.8382,-1.4492,-0.6127,-1.1097,3.1173,18.8633,0.5087,-2.5304,2.1806,0.9147,-1.0071,1.7294,0,-4.1,-0.2085,-1.2539,-5.291,-3.1285,-3.3448,-2.9834,4.305,-0.8256,2.7348,-0.8102,0,-1.5169,-0.9478,-8.7321,0.9174,2.078,-0.3816,-0.1277,2.3018,-1.625,-27.9541,2.6455,-17.0102,-6.8324,3.1111
3452 益通,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3455 由田,週報酬率 %,-7.5145,-1.0938,-9.6367,2.972,4.2444,0.9773,0.6451,-3.205,-2.8145,5.9625,0.1607,0.8026,5.7325,0.1506,1.8045,4.8743,-0.2816,5.3673,3.0173,-0.4185,-1.9608,3.1427,3.7396,-4.5394,-1.8183,0.8548,2.8248,-3.2967,-1.4204,0.1441,3.5972,19.4445,7.9069,-1.2932,-1.7469,3.5554,-3.0044,-1.7698,1.1261,-2.4499,6.0502,0.1076,0.7527,16.1153,-3.8603,0.3824,4.1905,3.8391,-0.8804,-1.2433,-8.6331,2.1653,0.578,6.5135,-0.3596,-9.5668,0.998,0.7905,2.3527,-2.1074,0.5872,2.5292,4.1747,-3.2786,1.5065,-1.1132,6.9419,-5.2632,-0.7407,3.1717,1.0851,-1.9678,-3.467,-0.1891,-3.0304,0.3906,-0.3891,1.1718,1.5444,2.6616,10.9696,-8.0071,-0.3867,-4.6603,-1.222,-3.6082,2.0322,5.87,0.7921,-3.5362,1.833,1.4001,-4.3393,-13.0927,-1.5421,12.8915,-5.1227,-1.4623,2.5113,-3.3409,4.1474,-1.1063,-3.3557,-1.5047,-5.7578
3455 由田,現股當沖比重,1.9,16.54,8.32,13.4,2.34,5.81,5.25,6.42,3.43,9.86,8.88,11.17,5.42,5.98,14.56,21.67,2.18,10.08,4.58,7.77,6.57,1.64,13.58,4.83,0.42,1.97,6.03,2.43,8.67,1.93,4.3,26.89,20.22,15.96,21.38,20.29,17.2,13.35,10.27,3.22,16.59,13.63,4.45,22.32,16.9,10.63,8.88,11.66,6.51,7.3,5.62,7.54,7.69,31.07,23.71,10.07,3.64,8.05,5.1,8.64,2.25,17.48,24.73,17.6,41.11,8.24,22.5,6.82,6.94,6.27,11.49,10.05,2.91,8.56,6.35,8.84,4.98,11.4,9.6,2.42,35.7,5.3,8.84,7.74,26.82,7.5,1.94,21.95,12.01,11.46,19,37.17,6.74,5.28,6.07,17.52,8.23,2.65,16.86,1.12,25.06,43.59,3.62,2.58,3.41
3465 進泰電子,週報酬率 %,0,0,-18.3333,-11.5646,10,-1.958,0,1.9971,-2.0979,-7.1429,4.6154,0,2.9412,4.2857,0,-0.6849,0,0,-0.6896,-0.6944,-3.4965,0,0,-1.4493,-10,-1.9608,10,-15.1515,-0.0001,-0.8928,0,-9.009,-5.9406,-10.3158,7.9812,-2.1739,-2.1111,-0.227,20.5916,20.7547,1.5625,13.077,2.381,20.5979,3.5812,-4.2553,-4.4444,4.6511,2.2221,0.5435,0.0001,-1.0811,3.2787,-8.9947,-1.1628,1.1765,0,-9.3023,10.8975,-5.7803,-2.7608,-2.2082,-0.6452,-10.3896,17.7537,-4,0,-0.641,-1.2903,-1.9608,-0.3333,-3.01,0,0,-2.069,-1.0563,1.7794,-2.0979,0,0,0,-6.4285,-4.5803,-4,20.8334,4.138,-9.6027,7.6923,-4.7619,0.7142,0,0,0,0,0,-0.7092,-7.1428,3.8462,-0.7407,-2.985,7.6922,0,0,-0.7143,0
3465 進泰電子,現股當沖比重,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3466 致振,週報酬率 %,-2.4096,-1.4815,0.2507,4.5,-2.8707,0.4926,-1.4706,-0.995,0.5025,-0.5,-1.5075,1.0203,0.2524,-0.2519,0.2525,-1.0075,-1.0178,0.7712,-1.839,0.2665,0.7979,-0.2638,-1.0583,0.2674,-1.8667,1.0869,-3.2257,1.6666,-2.1858,-1.9553,-1.4245,0.5781,0,-2.0114,-0.8798,1.7751,0.872,-0.5763,-0.5797,1.1662,-0.2882,6.9364,5.4055,0,0,-0.0001,0.5129,-0.5102,0.2564,-0.7673,-0.2577,1.0336,-2.8133,0.5264,0.5235,-1.5624,-1.8518,3.2346,-1.8276,-0.5319,0.5348,1.3298,0,-1.3124,-0.5319,-1.0988,-3.8889,-1.156,-6.7251,0.627,0.623,1.2384,-0.9174,0,-0.6173,0.3106,-1.8576,0.9464,-2.5,2.2436,1.2539,-1.548,-2.5158,-1.9354,-0.9868,2.99,0.9678,-2.556,0.3279,-0.9804,0.0001,-0.99,-2,-3.0612,0,3.1579,0,-2.041,0,-2.7777,-1.4286,-2.8986,-1.4925,-0.3787,-3.0418
3466 致振,現股當沖比重,0,10,0,0,0,0,0,0,0,0,0,4.52,0,0,9.13,0,0,0,20.75,0,0,0,0,0,0,0,50,0,0,11.11,11.11,0,0,20,0,0,0,13.11,8.7,0,14.29,5.17,0,0,0,0,0,0,20,33.33,11.54,0,29.03,0,0,20,22.56,20,4.26,22.22,22.16,8.76,0,33.33,0,50,18.75,27.49,25,33.33,33.33,16.67,31.25,50,0,74.04,28.57,0,20,33.33,25,44.44,27.27,0,0,16.67,17.48,0,3.11,15.23,12.2,0,8.3,20,0,0,0,0,10.98,10,0,0,0,0,19.84
3479 安勤,週報酬率 %,-4.89,-10.5398,-9.4828,13.8095,6.8341,-1.436,3.1787,-6.8036,-0.8264,3.4638,-3.6619,-1.7545,-1.0416,-1.8046,1.5313,2.2625,-3.2447,0.3049,-0.608,5.5044,-1.1594,11.8768,-4.3251,2.6026,-15.0868,2.044,-1.8489,-9.5761,-1.5626,-2.4691,1.6274,3.9147,3.9384,2.1417,0.3225,0.1608,-2.2472,-4.2693,-0.3431,1.0328,0.5111,-0.8475,3.5898,-2.8053,2.8864,-3.4653,1.3675,4.0472,-2.269,0.0001,-6.3018,-0.5309,-0.1779,-3.3869,-1.845,-0.5639,-2.4575,3.2945,-0.9381,-0.5683,3.0476,0.4656,4.9212,0.1877,-1.6853,-2.0952,-0.5837,-7.0451,1.7894,-2.6887,4.5696,-0.4066,1.0203,-4.2423,1.3713,0,2.6014,1.3184,0.901,-1.1904,-0.3012,-0.4028,-1.1122,-2.863,-3.7895,1.4224,-0.2158,-1.1892,1.86,-0.4298,5.9332,2.6476,-0.9921,-3.0061,-5.1653,2.1787,-1.5992,-0.975,3.2823,-2.2245,0.9751,0.7511,1.278,-2.5237,-2.0496
3479 安勤,現股當沖比重,14.43,14.52,16.58,17.25,11.17,16.55,10.54,13.1,7.36,6.52,6.25,6.18,3.1,9.97,8.86,11.07,9.78,7.27,8.71,6.48,5.01,15.96,7.36,14.27,8.46,2.75,1.12,7.28,10.1,3.86,7.8,5.44,16.48,19.63,3.77,6.86,5.18,1.79,2.54,2.41,1.62,1.77,13.97,0.7,8.58,2.21,7.38,12.84,3.06,3.94,3.24,0.91,3.85,1.66,0,2.13,5.06,2.99,0,0,3.23,2.81,2.19,3.21,0,3.98,1.06,3.48,3.98,2.65,2.03,4.92,5.7,6.49,2.93,5.41,6.77,7.65,0,1.04,3.13,6.96,8.62,4.63,0,0,0,2.81,0.53,4.11,4.23,3.94,0,22.2,4.25,0.94,1.27,1.92,0.72,5.13,0,1.2,11.32,0,16.22
3483 力致,週報酬率 %,-1.1461,-11.5942,-2.6231,-1.01,8.5034,-4.0753,-2.6144,3.3557,-4.8702,4.4368,0.6536,19.4804,-1.6305,0.5524,11.2637,7.6543,7.7982,-6.1702,-8.6606,12.7182,-4.8673,1.3954,0.9174,14.3182,3.3798,4.0386,2.7726,-3.777,-5.4204,1.581,2.7237,-7.7651,5.1335,-2.539,0.4008,0.1996,7.1713,-3.7174,-2.5098,-0.396,3.7773,0.5748,4.5715,19.1257,1.6819,-3.7595,9.375,1.4286,-14.0845,3.7705,-3.4756,1.4731,0.4838,1.7657,-8.2019,-7.0446,-0.3696,-3.3395,-0.7677,-1.7409,6.2992,-1.2963,1.5009,0,1.1091,-2.5595,-3.5648,-9.533,1.7205,2.1142,3.784,6.606,-0.641,-0.6453,1.948,13.3759,-1.6855,-2.4761,-1.5625,-1.1905,-2.4096,-5.7613,4.5852,-3.7577,0.2169,0.6493,-1.9355,8.5526,-2.6263,-1.6597,-0.4219,-2.1186,0.4329,-5.1725,0,7.9546,0.6316,5.4394,-1.1904,-4.016,13.3892,-0.738,0.3717,-9.8148,-2.8747
3483 力致,現股當沖比重,3.73,1.5,5.79,10,10.72,7.32,0,1.14,1.25,6.24,2,5.71,9.07,5.35,10.5,24.03,20.73,6.16,10.13,19.06,4.35,3.1,8.54,22.55,21.57,22.75,16.72,14.76,16.03,4.06,14.42,7.34,8.03,0,0.45,6.02,16.58,0,2.9,0.37,5.15,13.76,9.37,13.22,20.2,14.69,12.45,6.81,9.36,17.23,5.11,3.94,3.89,3.94,5.23,5.26,5.59,1.45,0.58,2.4,22.96,11.76,7.14,7.25,47.7,16.37,2.19,19.64,9.14,0.19,12.44,5.42,14.71,0,3.55,17.63,7.94,1.79,6.34,6.08,2.05,1.61,15.5,8.48,1.2,2.6,2.28,16.01,10.86,0,5.88,31.45,2.62,4.77,6.14,1.34,0,13.75,3.54,6.99,32.88,12.29,1.85,1.88,0
3484 崧騰,週報酬率 %,-4.0403,-4.079,-0.6859,-1.3812,17.9272,-4.5131,-2.4875,-1.0204,-3.7371,4.15,5.7841,8.9915,-2.8985,-0.4592,-0.451,7.7491,6.7353,-1.6042,-5.8696,2.5404,-6.7568,11.1111,3.2609,-3.579,-12.6637,5.25,-1.544,-4.4632,-5.0505,1.8617,-0.7833,2.8947,2.8134,1.1194,-2.0909,-0.6282,2.2757,-4.0791,-0.5154,0.5182,0,-1.2885,9.791,-2.8539,-1.836,1.3715,5.412,-3.1505,-1.9277,2.7027,-1.6745,3.0414,-2.3612,2.2975,-4.1371,0.1232,0.8622,2.6861,-2.2594,-2.1897,0.2488,-0.4964,-0.9975,-0.1261,0.3783,1.6332,0.4945,-3.5671,0.6913,4.0431,-2.3315,3.0504,10.6822,2.3256,-4.4318,-2.2591,1.7031,-2.7511,0.246,0.8589,-3.4064,-3.7783,0.5236,-1.823,0.2653,12.9629,-2.8102,0,1.6868,-2.8436,-0.4878,-1.2254,-0.9925,-5.5139,1.4589,2.353,-1.6603,-0.6492,1.438,-3.0928,1.8617,-0.3917,3.0145,-3.5623,-2.3745
3484 崧騰,現股當沖比重,1.6,1.75,5.33,10.09,8.65,16.82,1.36,5.98,1.24,2.5,7.84,16.47,10.81,4.91,5.53,12.56,11.25,9.95,5.32,2.78,5.12,20.95,9.94,14.21,9.1,5.61,11.78,13.81,15.15,1.13,1.19,1.37,0,5.55,1.62,2.92,5.21,0.54,7.28,4.68,0.87,1.12,4.87,12.89,2.47,5.67,20.91,0.19,4.49,11,5.81,5.74,6.12,21.6,6.24,13.66,2.45,4.04,0.57,0,0.78,5.57,0,0,1.4,1.04,9.03,4.94,4.77,15.53,3.48,27.78,9.66,30.79,8.19,6.13,15,5.1,3.02,7.82,6.96,3.3,1.83,0.77,1.54,31.27,15.61,14.54,27.02,1.69,2.18,0,2.52,8.59,3.03,1.01,1.47,5.03,0,1.29,2.92,2.27,9.43,2.05,0
3489 森寶,週報酬率 %,-0.9615,-0.9709,-9.4117,7.1428,2.0202,-0.4951,0.995,-1.9705,-2.0101,4.1025,2.4631,-3.9425,-3.7036,1.3514,-3.0769,4.4445,-2.3304,-1.4524,-2.5264,0.9719,0.3209,-1.8124,-2.2801,9.6667,13.4752,-5.3571,-5.6604,-2.6,4.2094,4.9261,-4.6948,3.4483,0,0.9523,0.4717,-2.3475,0,-0.9616,-2.9126,0.5,-0.796,3.8115,-3.4783,1.6015,15.2709,-5.1282,3.6036,12.6087,-6.5637,1.6528,-4.4715,-3.8297,2.6549,-5.1724,-13.4546,1.2605,5.2905,-0.9852,-1.2935,-2.3185,-0.9287,0.4166,1.6597,2.5305,-1.7819,-1.601,0.1085,-1.3001,-1.0977,1.8867,2.5053,1.9128,11.0532,-8.4507,-3.3846,-0.2123,-0.5319,-0.5348,1.3978,-1.9088,-1.8378,0.9913,0.3271,0.5435,-2.7027,0,3.5556,4.0773,-4.6392,1.2972,0.9605,-0.8456,-0.4265,-5.6746,1.0216,0.2247,7.6234,-0.8333,4.5167,-1.1054,-3.4552,-0.7369,-2.2269,2.2777,-0.6363
3489 森寶,現股當沖比重,6.23,7.41,6.25,10,9.52,0,0,8.33,6.67,0,0,15.79,2.86,0,0,0,0,0,1.52,0,0,0,1.95,0.59,24.73,5.88,5.8,0,13.16,0,14.29,4.55,0,10.53,0,2.38,5.54,0,0,0,0,0,3.51,5.13,7.69,1.09,2.08,4.98,3.41,2.31,0,0,0,0,15.15,10.87,4.55,65.04,17,0,0,0,4.08,4.35,7.55,4.08,3,0,0,15.15,0,40.75,39.26,27.92,5.13,45.52,0,49.74,59.04,4.6,67.97,34.62,0,41.16,0,0,58.57,71.49,58.43,64.2,49.28,18.96,2.85,23.21,1.35,2.23,0.68,2.75,2.68,1.65,0,5.03,0,0,5.76
